,Series Name,Description,Frequency,Start,End
265,FL884194005.Q,All domestic sectors; total liabilities and equity,Q,12-31-1945,09-30-2014
266,FL144104005.A,Nonfinancial business; credit market instruments; liability,A,12-31-1945,12-31-2013
267,FA205400003.Q,"State and local governments; capital transfers received, other (includes disaster-related payments by BP to state and local governments for the 2010 Gulf oil spill) ",Q,12-31-1946,09-30-2014
268,FR313065405.A,Federal government; multifamily residential mortgages; asset,A,12-31-1946,12-31-2013
269,FL213061105.Q,"State and local governments, excluding employee retirement funds; Treasury securities, including SLGS; asset",Q,12-31-1945,09-30-2014
270,FR263063603.Q,Rest of the world; U.S. mortgage-backed securities and other U.S. asset-backed bonds; asset,Q,12-31-1946,09-30-2014
271,FR793062005.Q,Financial business; municipal securities and loans; asset,Q,12-31-1946,09-30-2014
272,FA163093005.Q,Nonprofit organizations; unidentified miscellaneous assets,Q,12-31-1946,09-30-2014
273,FL144022605.A,Nonfinancial business; long-term debt securities; asset,A,12-31-1945,12-31-2013
274,FR593064205.Q,Pension funds; mutual fund shares; asset,Q,12-31-1946,09-30-2014
275,FR593069105.A,Pension funds; commercial paper; asset,A,12-31-1946,12-31-2013
276,FR593069105.Q,Pension funds; commercial paper; asset,Q,12-31-1946,09-30-2014
277,FA892150005.Q,All sectors; federal funds and security repurchase agreements; liability,Q,12-31-1946,09-30-2014
278,FR584041005.A,Insurance companies and pension funds; short-term loans including repurchase agreements; asset,A,12-31-1946,12-31-2013
279,FL403020005.Q,Government-sponsored enterprises; checkable deposits and currency; asset,Q,12-31-1945,09-30-2014
280,FR554090005.Q,Closed-end funds; total financial assets ,Q,12-31-1946,09-30-2014
281,FR382050005.A,Domestic nonfinancial sectors; federal funds and security repurchase agreements; asset,A,12-31-1946,12-31-2013
282,FA803069105.Q,Other financial intermediaries except insurance companies and pension funds; commercial paper; asset,Q,12-31-1946,09-30-2014
283,FR153064205.Q,Households and nonprofit organizations; mutual fund shares; asset,Q,12-31-1946,09-30-2014
284,FA573061705.Q,Private pension funds; agency- and GSE-backed securities; asset,Q,12-31-1946,09-30-2014
285,FC102090005.A,Nonfinancial corporate business; net worth,A,12-31-1946,12-31-2013
286,FR593064205.A,Pension funds; mutual fund shares; asset,A,12-31-1946,12-31-2013
287,FA175013865.Q,"Personal sector; nonresidential structures, equipment, and intellectual property products, current cost basis",Q,12-31-1946,09-30-2014
288,FL884022605.Q,All domestic sectors; long-term debt securities; asset,Q,12-31-1945,09-30-2014
289,FA364022605.Q,General government (consolidated); long-term debt securities; asset,Q,12-31-1946,09-30-2014
290,FL573061705.A,Private pension funds; agency- and GSE-backed securities; asset,A,12-31-1945,12-31-2013
291,FL263192323.Q,"Rest of the world; U.S. direct investment abroad: intercompany accounts, U.S. affiliates' claims; liability",Q,12-31-1982,09-30-2014
292,FU364190005.A,General government (consolidated); total liabilities,A,12-31-1946,12-31-2013
293,FL144090005.A,Nonfinancial business; total financial assets,A,12-31-1945,12-31-2013
294,FA205400053.Q,"State and local governments; capital transfers received, estate and gift taxes paid by persons",Q,12-31-1946,09-30-2014
295,FA803081105.A,Other financial intermediaries except insurance companies and pension funds; equity and investment fund shares excluding mutual fund shares and money market fund shares; asset (IMA),A,12-31-1946,12-31-2013
296,FR153064475.A,Households and nonprofit organizations; directly and indirectly held corporate equities; asset,A,12-31-1946,12-31-2013
297,FR153065403.Q,Households and nonprofit organizations; multifamily residential mortgages; asset,Q,12-31-1946,09-30-2014
298,FL503069105.A,Funding corporations; commercial paper; asset,A,12-31-1945,12-31-2013
299,FR793064205.A,Financial business; mutual fund shares; asset,A,12-31-1946,12-31-2013
300,FR793067005.Q,Financial business; security credit; asset,Q,12-31-1946,09-30-2014
301,FL763066303.Q,U.S.-chartered depository institutions; leases to households; asset (Call Report; consolidated),Q,12-31-1945,09-30-2014
302,FL763069175.A,U.S.-chartered depository institutions; open market paper; asset,A,12-31-1945,12-31-2013
303,FL144000005.A,Nonfinancial business; total currency and deposits; asset,A,12-31-1945,12-31-2013
304,FL893070005.Q,All sectors; trade receivables; asset,Q,12-31-1945,09-30-2014
305,FL105013765.A,"Nonfinancial corporate business; nonresidential intellectual property products, current cost basis",A,12-31-1945,12-31-2013
306,FR223093055.A,State and local government employee defined contribution retirement funds; unidentified miscellaneous assets,A,12-31-1946,12-31-2013
307,FA892150005.A,All sectors; federal funds and security repurchase agreements; liability,A,12-31-1946,12-31-2013
308,FL883034005.Q,All domestic sectors; money market mutual fund shares; asset,Q,12-31-1945,09-30-2014
309,FL213030005.Q,"State and local governments, excluding employee retirement funds; total time and savings deposits; asset",Q,12-31-1945,09-30-2014
310,FA803081005.A,Other financial intermediaries except insurance companies and pension funds; equity and investment fund shares; asset (IMA),A,12-31-1946,12-31-2013
311,FA573034055.Q,"Private defined contribution pension funds, including 403(b) plans; money market mutual fund shares; asset",Q,12-31-1946,09-30-2014
312,FU843093005.Q,"Monetary authority, private depository institutions, and money market mutual funds; unidentified miscellaneous assets",Q,12-31-1946,09-30-2014
313,FL262090095.A,Rest of the world; net worth (IMA),A,12-31-1945,12-31-2013
314,FL144004005.A,Nonfinancial business; credit market instruments; asset,A,12-31-1945,12-31-2013
315,FR593063005.Q,Pension funds; corporate and foreign bonds; asset,Q,12-31-1946,09-30-2014
316,FU113169005.Q,Nonfinancial noncorporate business; other loans and advances; liability,Q,12-31-1946,09-30-2014
317,FL893091005.A,All sectors; private foreign deposits; asset,A,12-31-1945,12-31-2013
318,FL363069005.Q,General government (consolidated); other loans and advances; asset,Q,12-31-1945,09-30-2014
319,FL363078005.Q,General government (consolidated); taxes receivable; asset,Q,12-31-1945,09-30-2014
320,FA364022615.A,General government (unconsolidated); long-term debt securities; asset,A,12-31-1946,12-31-2013
321,FL883052005.Q,"All domestic sectors; insurance, pension and standardized guarantee schemes; asset",Q,12-31-1945,09-30-2014
322,FR383020005.Q,Domestic nonfinancial sectors; checkable deposits and currency; asset,Q,12-31-1946,09-30-2014
323,FA886300091.Q,"All domestic sectors; consumption of fixed capital, equipment, software, and structures, current cost basis (IMA)",Q,12-31-1946,09-30-2014
324,FA153065005.A,Households and nonprofit organizations; total mortgages; asset,A,12-31-1946,12-31-2013
325,FL262050003.A,Rest of the world; security repurchase agreements; asset,A,12-31-1945,12-31-2013
326,FR593064105.Q,Pension funds; corporate equities; asset,Q,12-31-1946,09-30-2014
327,FL884041005.A,All domestic sectors; short-term loans including repurchase agreements; asset,A,12-31-1945,12-31-2013
328,FL763131005.Q,U.S.-chartered depository institutions; small time and savings deposits; liability,Q,12-31-1945,09-30-2014
329,FR774141005.Q,Captive financial institutions and money lenders; short-term loans including security repurchase agreements; liability,Q,12-31-1946,09-30-2014
330,FL263192323.A,"Rest of the world; U.S. direct investment abroad: intercompany accounts, U.S. affiliates' claims; liability",A,12-31-1982,12-31-2013
331,FA102050003.A,Nonfinancial corporate business; security repurchase agreements; asset,A,12-31-1946,12-31-2013
332,FA103020005.Q,Nonfinancial corporate business; checkable deposits and currency; asset,Q,12-31-1946,09-30-2014
333,FU907005015.Q,Instrument discrepancies; total discrepancy (including international reserves),Q,12-31-1946,09-30-2014
334,FL144041005.Q,Nonfinancial business; short-term loans including security repurchase agreements; asset,Q,12-31-1945,09-30-2014
335,FL503034003.A,Funding corporations; money market mutual fund shares; asset,A,12-31-1945,12-31-2013
336,FR793066005.A,Financial business; consumer credit; asset,A,12-31-1946,12-31-2013
337,FU906000105.A,Instrument discrepancies; gross saving including foreign earnings retained abroad less net capital transfers paid less capital expenditures,A,12-31-1946,12-31-2013
338,FL262150003.A,Rest of the world; security repurchase agreements; liability,A,12-31-1945,12-31-2013
339,FR263192005.Q,"Rest of the world; U.S. direct investment abroad, including Netherlands Antillean Financial subsidiaries; liability (current cost)",Q,12-31-1946,09-30-2014
340,FA793096005.A,Financial business; other accounts receivable; asset (IMA),A,12-31-1946,12-31-2013
341,FU113169535.A,Nonfinancial noncorporate business; finance companies loans; liability,A,12-31-1946,12-31-2013
342,FR223093043.Q,State and local government employee defined benefit retirement funds; unidentified miscellaneous assets,Q,12-31-1946,09-30-2014
343,FL884041005.Q,All domestic sectors; short-term loans including repurchase agreements; asset,Q,12-31-1945,09-30-2014
344,FL763135005.Q,"U.S.-chartered depository institutions, including IBFs; large time deposits; liability",Q,12-31-1945,09-30-2014
345,FL883052025.A,All domestic sectors; retirement entitlements; asset (IMA),A,12-31-1945,12-31-2013
346,FR585000005.A,Insurance companies and pension funds; net lending (+) or borrowing (-) (financial account),A,12-31-1946,12-31-2013
347,FA153065505.Q,Households and nonprofit organizations; commercial mortgages; asset,Q,12-31-1946,09-30-2014
348,FR103169705.A,Nonfinancial corporate business; customers' liability on acceptances outstanding to commercial banking; liability,A,12-31-1946,12-31-2013
349,FR773181105.A,Captive financial institutions and money lenders; equity and investment fund shares excluding mutual fund shares and money market fund shares; liability (IMA),A,12-31-1946,12-31-2013
350,FA793168005.A,Financial business; depository institution loans n.e.c.; liability,A,12-31-1946,12-31-2013
351,FA793052205.Q,Financial business; life insurance and annuity entitlements; asset (IMA),Q,12-31-1946,09-30-2014
352,FL224090045.Q,State and local government employee defined benefit retirement funds; total financial assets,Q,12-31-1945,09-30-2014
353,FL663093005.Q,Security brokers and dealers; unidentified miscellaneous assets,Q,12-31-1945,09-30-2014
354,FA543064153.Q,Life insurance companies; corporate equities held directly and indirectly through mutual funds; asset,Q,12-31-1946,09-30-2014
355,FA543064175.Q,"Life insurance companies, general accounts; corporate equities; asset",Q,12-31-1946,09-30-2014
356,FU155012005.A,"Households and nonprofit organizations; gross fixed investment, residential equipment and structures (includes farm houses)",A,12-31-1946,12-31-2013
357,FL553064103.Q,Closed-end funds; corporate equities; asset,Q,12-31-1945,09-30-2014
358,FA153169203.Q,Households and nonprofit organizations; U.S. government loans; liability,Q,12-31-1946,09-30-2014
359,FU473131573.Q,Credit unions; IRAs; liability,Q,03-31-2007,06-30-2014
360,FL264100005.A,Rest of the world; total currency and deposits; liability ,A,12-31-1945,12-31-2013
361,FA115114005.A,Nonfinancial noncorporate business; U.S. real estate owned by foreigners; liability,A,12-31-1946,12-31-2013
362,FL794104005.Q,Financial business; credit market instruments; liability,Q,12-31-1945,09-30-2014
363,FU113165405.A,Nonfinancial noncorporate business; multifamily residential mortgages; liability,A,12-31-1946,12-31-2013
364,FL342000075.Q,Federal government retirement funds; total funded assets,Q,12-31-1945,09-30-2014
365,FR383020005.A,Domestic nonfinancial sectors; checkable deposits and currency; asset,A,12-31-1946,12-31-2013
366,FR153064475.Q,Households and nonprofit organizations; directly and indirectly held corporate equities; asset,Q,12-31-1946,09-30-2014
367,FA153065005.Q,Households and nonprofit organizations; total mortgages; asset,Q,12-31-1946,09-30-2014
368,FA907005015.A,Instrument discrepancies; total discrepancy (including international reserves),A,12-31-1946,12-31-2013
369,FR793067005.A,Financial business; security credit; asset,A,12-31-1946,12-31-2013
370,FU843120205.A,"Monetary authority, private depository institutions, and money market mutual funds; currency including checkable deposits; liability (IMA)",A,12-31-1946,12-31-2013
371,FL763066000.A,U.S.-chartered depository institutions; consumer credit; asset,A,12-31-1945,12-31-2013
372,FL763069143.Q,U.S.-chartered depository institutions; commercial paper funded by borrowing from the Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (AMLF); asset,Q,12-31-1945,09-30-2014
373,FR593073005.Q,Pension funds; claims of pension fund on sponsor; asset,Q,12-31-1946,09-30-2014
374,FL884035005.Q,All domestic sectors; total loans including security repurchase agreements and federal funds; asset ,Q,12-31-1945,09-30-2014
375,FA892050005.Q,All sectors; federal funds and security repurchase agreements; asset,Q,12-31-1946,09-30-2014
